Animal_ID,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Somatic_Cell_Count_Actual,Somatic_Cell_Score,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Udder_Thermal_Asymmetry_C,Milk_Yield_Liters,Fat_Pct,Protein_Pct,Lactose_Pct,Rumination_Minutes,Lying_Hours,Activity_Index,Bedding_Hygiene_Score,Teat_Dipping_Practiced,THI_Index,Yield_Drop_Pct,Early_Warning_Lead_Days,Risk_Tier_Label,Risk_Tier_Code,Mastitis_Target
Moo-19043,4.0,2,77,0,150000,2.82,5.04,1.23,6.71,39.07,0.32,191.0,5.16,4.42,4.91,475,10.3,119.7,3,1,75.3,19.4,13.0,Low Risk,1,0
Moo-19044,4.0,4,202,0,86522,2.42,4.69,1.03,6.56,38.52,0.07,492.0,3.35,3.44,4.84,460,12.9,102.0,4,1,83.1,16.8,-1.0,No Risk,0,0
Moo-19045,4.0,2,152,0,406417,5.05,5.36,1.52,6.92,39.58,0.68,301.0,4.22,3.73,4.76,349,8.5,123.4,1,0,84.2,0.0,8.5,Moderate Risk,2,1
Moo-19046,4.0,2,161,0,50776,1.55,5.02,1.05,6.59,38.5,0.13,292.0,5.0,3.81,4.57,475,12.2,99.1,3,1,72.6,18.2,-1.0,No Risk,0,0
Moo-19047,3.0,3,264,0,77321,2.8,4.58,1.04,6.54,38.56,0.09,199.0,4.34,3.83,4.45,446,11.5,99.6,4,1,70.6,2.9,-1.0,No Risk,0,0
Moo-19048,4.0,5,81,0,40926,1.54,4.96,1.07,6.67,38.61,0.13,528.0,3.61,3.07,4.85,452,12.0,102.7,4,1,61.0,1.5,-1.0,No Risk,0,0
Moo-19049,5.0,2,74,1,30840,1.01,5.16,1.06,6.49,38.62,0.09,379.0,4.42,4.15,4.42,479,12.1,92.3,5,0,77.2,0.0,-1.0,No Risk,0,0
Moo-19050,3.0,4,69,0,150000,3.38,5.09,1.18,6.78,38.94,0.42,231.0,4.48,4.14,4.75,445,10.2,104.1,2,1,76.2,0.0,12.3,Low Risk,1,0
Moo-19051,4.0,1,284,1,1176572,6.54,5.34,2.09,7.08,40.19,1.29,285.5,4.12,3.62,4.73,301,6.2,143.2,1,1,71.4,0.0,3.1,High Risk,3,1
Moo-19052,5.0,4,282,0,30390,1.61,4.87,1.11,6.58,38.57,0.07,352.0,2.6,3.1,4.95,496,11.0,105.4,4,0,72.5,0.0,-1.0,No Risk,0,0
Moo-19053,2.5,2,20,1,852109,6.08,6.38,2.28,7.34,40.26,2.06,302.5,4.26,3.71,4.87,303,8.2,153.6,1,1,82.3,0.0,2.9,High Risk,3,1
Moo-19054,4.0,3,303,0,150000,3.13,5.15,1.24,6.77,38.55,0.48,584.0,4.27,3.14,4.79,439,9.2,119.1,4,1,77.5,0.0,11.3,Low Risk,1,0
Moo-19055,4.0,3,64,0,3522986,8.09,5.97,2.3,7.26,40.73,2.22,285.5,4.12,3.62,4.73,329,6.7,155.0,1,0,75.3,0.0,2.0,High Risk,3,1
Moo-19056,3.0,2,179,0,26526,1.06,5.03,1.13,6.51,38.22,0.19,275.0,3.8,3.5,4.73,429,11.8,98.8,4,1,76.0,0.0,-1.0,No Risk,0,0
Moo-19057,4.0,2,67,3,347231,5.16,5.29,1.49,6.9,39.68,0.85,397.0,3.86,3.32,4.71,402,8.3,120.4,3,1,78.2,3.2,7.5,Moderate Risk,2,1
Moo-19058,5.0,5,103,0,150000,2.99,5.2,1.26,6.76,38.72,0.42,304.0,5.04,4.06,4.92,385,9.8,115.8,3,0,74.1,19.1,13.0,Low Risk,1,0
Moo-19059,2.5,4,24,0,41115,1.67,4.54,1.14,6.63,38.26,0.13,351.0,4.67,4.04,5.05,459,11.1,104.7,5,1,69.6,0.0,-1.0,No Risk,0,0
Moo-19060,3.0,5,89,0,503483,5.27,5.29,1.52,6.89,39.64,0.84,446.0,4.08,2.92,4.89,370,9.0,134.9,2,0,74.0,0.0,8.0,Moderate Risk,2,1
Moo-19061,4.0,3,212,3,1533261,6.87,6.06,1.64,7.15,40.22,1.79,301.0,4.22,3.73,4.76,289,9.3,146.4,3,1,81.5,0.0,1.9,High Risk,3,1
Moo-19062,3.0,2,319,0,750000,5.5,5.62,2.34,7.23,40.44,1.44,289.0,4.08,3.64,4.81,232,7.7,156.9,1,0,82.4,0.0,2.1,High Risk,3,1
Moo-19063,5.0,4,30,2,507577,5.4,5.56,1.49,6.96,39.54,0.9,185.0,4.55,4.13,4.71,377,8.7,123.8,2,1,74.3,18.5,6.9,Moderate Risk,2,1
Moo-19064,4.0,5,217,1,354911,4.75,5.46,1.54,6.98,39.39,1.13,413.0,3.92,3.25,4.76,350,9.8,134.6,3,0,79.5,0.0,7.6,Moderate Risk,2,1
Moo-19065,5.0,2,127,3,300000,3.9,5.54,1.36,6.96,39.21,0.97,409.5,4.28,3.2,4.79,379,9.0,119.9,3,1,78.2,0.0,9.6,Moderate Risk,2,1
Moo-19066,3.0,3,60,1,45388,1.47,4.68,1.02,6.56,38.5,0.14,309.0,3.34,3.98,4.68,473,11.5,90.9,5,0,72.1,0.0,-1.0,No Risk,0,0
Moo-19067,3.0,3,267,1,150000,3.43,4.99,1.16,6.68,39.08,0.38,357.0,4.11,3.6,4.9,423,10.2,113.7,3,1,73.7,0.0,12.1,Low Risk,1,0
Moo-19068,4.0,3,281,0,979268,6.3,6.46,2.19,7.24,39.92,2.13,401.0,3.7,3.09,4.78,276,8.1,128.3,1,0,81.9,0.0,2.6,High Risk,3,1
Moo-19069,4.0,4,136,1,300000,3.87,5.23,1.48,7.01,39.04,0.93,389.5,3.79,3.42,4.74,358,9.9,135.9,3,1,77.4,0.9,7.6,Moderate Risk,2,1
Moo-19070,4.0,5,127,0,150000,3.42,5.07,1.2,6.65,38.6,0.5,365.0,3.16,3.46,4.91,431,9.8,105.9,2,0,77.9,19.2,13.6,Low Risk,1,0
Moo-19071,3.0,3,168,2,300000,3.8,5.43,1.34,7.11,39.7,1.03,391.0,3.59,3.09,4.83,419,9.7,124.7,1,0,81.5,0.0,6.4,Moderate Risk,2,1
Moo-19072,3.0,1,127,0,64445,2.2,4.79,1.04,6.6,38.61,0.13,396.0,3.25,3.82,4.97,494,11.7,98.7,4,1,66.3,0.0,-1.0,No Risk,0,0
Moo-19073,5.0,3,43,0,65913,2.36,4.53,1.06,6.62,38.15,0.21,248.0,5.3,3.86,4.76,511,11.5,103.3,5,1,71.1,0.0,-1.0,No Risk,0,0
Moo-19074,3.0,1,219,1,933066,6.27,5.68,2.3,7.37,40.11,1.88,458.0,4.21,3.79,4.99,316,7.2,141.2,2,0,78.0,0.0,2.2,High Risk,3,1
Moo-19075,3.0,3,253,2,55029,2.24,4.83,1.1,6.52,38.6,0.21,307.0,4.34,2.78,4.49,487,12.5,99.2,4,1,75.7,0.0,-1.0,No Risk,0,0
Moo-19076,3.0,5,200,0,32249,1.24,4.87,1.03,6.55,38.52,0.07,405.0,2.56,2.9,4.82,428,11.5,102.3,5,1,71.4,0.0,-1.0,No Risk,0,0
Moo-19077,2.5,5,277,0,150000,2.77,5.12,1.28,6.87,38.72,0.52,429.0,4.14,2.86,5.1,393,10.7,104.0,2,1,76.9,0.0,13.4,Low Risk,1,0
Moo-19078,3.0,4,290,0,150000,3.51,5.18,1.26,6.65,39.14,0.33,432.0,2.19,3.46,4.99,440,10.5,107.6,3,1,76.3,11.7,13.5,Low Risk,1,0
Moo-19079,3.0,2,35,1,312921,4.75,5.21,1.48,6.99,39.59,0.88,195.5,4.46,4.01,4.76,320,7.1,127.4,1,0,79.0,0.0,7.2,Moderate Risk,2,1
Moo-19080,4.0,1,177,1,300000,4.31,5.28,1.46,6.9,39.27,1.11,544.0,5.01,3.23,4.72,343,10.9,126.1,1,0,76.0,0.0,6.7,Moderate Risk,2,1
Moo-19081,2.5,2,298,0,37026,1.75,4.89,1.12,6.59,38.35,0.18,425.0,4.26,3.61,4.77,526,12.2,102.7,4,1,77.8,0.9,-1.0,No Risk,0,0
Moo-19082,4.0,4,166,2,300000,4.38,5.72,1.45,7.09,39.23,0.98,424.0,3.9,3.25,4.82,344,8.3,143.9,2,0,85.8,15.0,7.1,Moderate Risk,2,1
Moo-19083,3.0,1,218,1,88063,2.73,4.79,1.07,6.62,38.19,0.07,405.0,4.33,3.04,4.94,466,12.1,99.2,4,1,74.8,9.2,-1.0,No Risk,0,0
Moo-19084,5.0,3,41,0,150000,2.7,5.0,1.25,6.68,39.04,0.54,221.0,5.17,4.04,4.55,398,10.4,106.1,3,1,74.5,1.3,13.3,Low Risk,1,0
Moo-19085,5.0,4,246,0,57495,1.82,4.74,1.05,6.51,38.41,0.08,365.0,5.13,3.61,4.82,482,11.2,94.2,5,1,71.1,23.2,-1.0,No Risk,0,0
Moo-19086,3.0,5,34,2,1069194,6.44,6.01,1.76,7.28,39.93,1.99,284.0,4.13,3.75,4.74,364,7.5,123.9,1,0,81.7,17.9,1.4,High Risk,3,1
Moo-19087,5.0,5,112,0,300000,3.8,5.0,1.39,7.0,39.65,0.74,409.5,4.28,3.2,4.79,342,8.0,136.3,3,1,84.3,0.0,6.2,Moderate Risk,2,1
Moo-19088,4.0,4,216,2,300000,4.06,5.6,1.47,6.95,39.28,1.14,276.5,4.27,3.83,4.69,339,9.7,115.5,1,0,82.8,0.0,9.5,Moderate Risk,2,1
Moo-19089,2.5,4,67,4,937297,6.1,5.94,2.05,7.41,40.01,1.66,359.0,3.66,3.1,4.91,323,7.5,163.6,1,0,79.1,7.7,1.1,High Risk,3,1
Moo-19090,4.0,3,296,4,1203935,6.62,5.39,2.13,7.28,40.21,2.19,413.0,3.92,3.25,4.76,282,8.2,169.4,2,1,73.0,0.0,3.2,High Risk,3,1
Moo-19091,4.0,4,73,1,39162,1.32,4.82,1.05,6.57,38.55,0.09,360.0,5.12,3.83,4.84,465,11.2,105.4,5,1,76.1,15.5,-1.0,No Risk,0,0
Moo-19092,3.0,5,179,0,300000,4.47,5.33,1.38,7.09,39.25,0.99,295.5,4.3,3.79,4.77,320,8.7,121.6,3,0,74.9,4.4,6.3,Moderate Risk,2,1
Moo-19093,4.0,3,200,0,56961,1.76,4.81,1.02,6.63,38.48,0.18,174.0,5.27,4.18,4.77,482,12.1,101.8,5,1,77.4,14.3,-1.0,No Risk,0,0
Moo-19094,3.0,3,78,0,39218,1.47,4.87,1.03,6.58,38.57,0.17,191.0,5.34,4.36,4.59,507,12.3,95.7,5,1,70.3,15.1,-1.0,No Risk,0,0
Moo-19095,5.0,2,295,0,25000,1.83,4.81,1.02,6.65,38.47,0.1,381.0,3.19,3.4,4.98,494,11.9,100.0,5,1,77.6,0.0,-1.0,No Risk,0,0
Moo-19096,2.5,1,246,4,300000,4.38,5.54,1.49,6.88,39.34,0.72,438.0,2.88,3.58,4.88,358,8.4,116.0,2,1,80.2,0.0,8.0,Moderate Risk,2,1
Moo-19097,2.5,3,66,0,300000,3.86,5.27,1.5,6.91,39.75,0.77,321.0,4.01,3.23,5.18,403,7.5,112.5,1,1,76.3,0.0,6.1,Moderate Risk,2,1
Moo-19098,4.0,1,185,0,41387,1.53,4.6,1.03,6.59,38.88,0.07,135.0,4.12,4.1,4.78,444,10.6,99.0,4,1,73.0,40.5,-1.0,No Risk,0,0
Moo-19099,3.0,1,99,0,451089,5.15,5.61,1.33,6.86,39.21,1.05,391.0,3.59,3.09,4.83,358,8.2,128.8,1,1,80.3,0.0,6.4,Moderate Risk,2,1
Moo-19100,5.0,3,180,0,300000,4.0,5.35,1.4,6.89,39.73,0.78,324.0,4.0,3.94,4.96,417,8.7,120.5,1,0,77.6,12.9,7.6,Moderate Risk,2,1
Moo-19101,3.0,4,254,0,2337237,7.41,5.96,2.24,7.45,40.35,1.85,364.0,3.45,3.87,4.88,214,6.9,166.2,3,0,75.6,0.0,3.4,High Risk,3,1
Moo-19102,4.0,2,232,2,300000,4.65,5.52,1.47,6.98,39.0,0.86,285.5,4.12,3.62,4.73,398,9.4,132.8,2,0,75.7,30.0,7.8,Moderate Risk,2,1
Moo-19103,2.5,2,202,1,150000,3.24,4.91,1.2,6.67,38.96,0.44,280.0,3.93,3.77,4.96,450,9.0,98.7,3,0,71.7,5.4,13.2,Low Risk,1,0
Moo-19104,4.0,1,274,0,150000,2.98,5.15,1.18,6.74,39.24,0.38,366.0,4.44,3.76,4.94,379,9.7,123.4,3,1,70.0,3.7,13.6,Low Risk,1,0
Moo-19105,2.5,1,282,2,1029254,6.3,5.93,1.65,7.15,40.14,1.43,349.0,3.68,3.21,4.93,276,6.8,145.4,1,1,72.2,15.7,1.5,High Risk,3,1
Moo-19106,4.0,1,249,0,25000,0.61,4.8,1.04,6.54,38.06,0.07,525.0,3.61,3.37,4.65,475,11.9,99.7,5,1,72.1,0.0,-1.0,No Risk,0,0
Moo-19107,5.0,5,280,1,47148,1.64,5.16,1.12,6.63,38.57,0.17,248.0,3.59,3.36,4.73,461,11.8,92.9,4,1,74.4,3.1,-1.0,No Risk,0,0
Moo-19108,4.0,3,62,0,28727,0.6,4.77,1.07,6.65,38.3,0.21,372.0,4.11,3.16,4.9,450,11.5,90.9,5,1,69.7,0.0,-1.0,No Risk,0,0
Moo-19109,3.0,1,244,0,300000,4.0,5.49,1.52,6.81,39.14,0.83,354.0,3.83,3.44,4.74,404,9.3,141.5,3,0,79.2,0.0,8.9,Moderate Risk,2,1
Moo-19110,2.5,1,160,0,38236,1.4,4.65,1.13,6.59,38.61,0.19,280.0,4.38,3.57,4.78,515,10.6,98.8,5,1,67.4,0.7,-1.0,No Risk,0,0
Moo-19111,2.5,2,249,0,1189326,6.44,5.25,2.24,7.11,40.23,1.41,276.0,2.96,3.8,4.94,261,9.1,140.9,1,0,81.3,2.1,3.4,High Risk,3,1
Moo-19112,5.0,5,271,0,150000,3.02,4.95,1.19,6.74,38.66,0.47,292.0,4.14,3.9,4.85,459,11.4,102.0,3,0,73.2,0.0,13.1,Low Risk,1,0
Moo-19113,4.0,2,248,0,40994,1.66,4.91,1.12,6.63,39.02,0.18,388.0,3.61,3.91,4.93,497,12.4,100.7,4,1,72.1,0.5,-1.0,No Risk,0,0
Moo-19114,2.5,1,21,1,309621,4.65,5.64,1.41,7.06,39.3,1.14,359.0,2.19,3.39,4.88,369,9.1,122.7,2,0,75.5,3.0,7.1,Moderate Risk,2,1
Moo-19115,2.5,3,306,0,35135,1.17,4.75,1.09,6.61,38.5,0.19,371.0,3.3,3.29,5.11,497,11.8,97.3,5,1,70.4,0.0,-1.0,No Risk,0,0
Moo-19116,4.0,3,247,0,790031,6.11,6.3,2.03,7.23,39.91,1.82,207.0,4.3,3.79,4.74,264,8.4,155.4,1,1,84.8,0.0,2.8,High Risk,3,1
Moo-19117,3.0,5,28,0,1414697,6.8,6.34,2.06,7.33,40.98,1.8,380.0,4.0,3.24,4.8,327,8.4,136.7,2,0,78.3,0.0,2.2,High Risk,3,1
Moo-19118,3.0,2,182,0,37861,2.15,4.85,1.04,6.62,38.84,0.06,218.0,4.4,3.28,4.75,429,11.2,100.3,5,1,71.9,29.2,-1.0,No Risk,0,0
Moo-19119,4.0,1,160,0,150000,3.16,4.97,1.18,6.83,38.28,0.53,344.0,3.6,3.37,4.82,444,11.4,108.1,2,1,79.0,0.0,14.0,Low Risk,1,0
Moo-19120,3.0,1,127,0,388743,4.93,5.35,1.46,6.91,39.36,1.12,327.5,4.01,3.58,4.7,380,8.1,119.5,2,1,76.2,15.2,6.3,Moderate Risk,2,1
Moo-19121,2.5,1,243,0,62344,2.11,5.0,1.02,6.55,38.36,0.18,402.0,4.31,2.83,4.91,517,11.8,106.2,4,1,76.8,0.0,-1.0,No Risk,0,0
Moo-19122,4.0,5,252,1,418252,5.1,5.26,1.5,6.84,38.84,0.88,284.5,4.17,3.81,4.69,380,9.7,117.8,2,0,77.7,6.1,8.0,Moderate Risk,2,1
Moo-19123,4.0,3,114,2,589672,5.4,5.23,1.44,6.82,39.13,1.02,285.5,4.12,3.62,4.73,386,9.2,136.7,1,0,75.4,0.0,9.3,Moderate Risk,2,1
Moo-19124,3.0,4,191,0,29878,0.83,4.86,1.07,6.58,38.79,0.06,381.0,4.13,3.48,4.93,534,11.1,99.7,4,1,81.9,0.0,-1.0,No Risk,0,0
Moo-19125,4.0,1,247,1,1971770,7.19,5.67,1.99,7.4,40.43,1.91,301.0,4.22,3.73,4.76,238,7.1,118.9,2,1,79.3,0.0,2.3,High Risk,3,1
Moo-19126,4.0,2,51,0,150000,3.54,5.16,1.19,6.7,38.99,0.34,484.0,3.97,3.48,5.05,424,10.5,113.7,2,0,70.5,0.0,12.5,Low Risk,1,0
Moo-19127,2.5,3,206,2,39299,1.88,4.93,1.1,6.59,38.28,0.15,188.0,1.95,2.68,4.71,456,11.6,106.8,4,1,77.0,0.0,-1.0,No Risk,0,0
Moo-19128,4.0,1,66,0,150000,3.39,5.02,1.19,6.77,38.73,0.35,218.0,3.87,3.99,4.91,458,10.0,111.8,2,1,70.8,23.0,13.6,Low Risk,1,0
Moo-19129,4.0,5,307,2,1574489,6.94,6.17,2.25,7.18,40.67,2.26,349.0,3.56,3.21,4.74,322,5.7,138.6,1,0,75.9,0.0,3.3,High Risk,3,1
Moo-19130,2.5,1,159,1,1036859,6.03,5.65,2.15,7.3,40.18,2.03,290.0,4.2,3.67,4.86,223,7.3,129.7,2,0,80.3,0.0,1.6,High Risk,3,1
Moo-19131,3.0,5,88,0,25000,0.76,4.67,1.07,6.53,38.8,0.16,200.0,4.23,3.93,4.65,532,11.6,99.8,4,1,80.8,37.7,-1.0,No Risk,0,0
Moo-19132,5.0,2,155,3,300000,4.33,5.66,1.37,7.08,38.82,0.82,287.0,4.08,3.59,4.72,370,9.0,117.5,3,1,82.8,34.0,7.0,Moderate Risk,2,1
Moo-19133,2.5,5,36,0,150000,3.38,5.23,1.22,6.6,39.06,0.37,360.0,5.22,3.72,4.92,465,10.9,107.8,4,1,71.3,5.3,12.6,Low Risk,1,0
Moo-19134,2.5,3,232,0,70219,2.49,4.82,1.03,6.53,38.51,0.12,349.0,3.06,3.23,4.74,502,10.3,101.0,5,1,81.6,21.6,-1.0,No Risk,0,0
Moo-19135,4.0,1,176,1,506244,5.4,5.45,1.52,6.95,39.38,0.79,285.5,4.12,3.62,4.73,377,9.1,130.0,1,0,73.5,23.5,7.4,Moderate Risk,2,1
Moo-19136,3.0,5,179,0,25000,0.6,4.72,1.13,6.57,38.44,0.09,203.0,3.93,3.57,4.86,485,12.3,96.8,4,1,77.5,13.2,-1.0,No Risk,0,0
Moo-19137,3.0,3,245,1,1574681,6.82,5.64,1.96,7.33,39.94,2.07,317.5,3.66,3.63,4.79,328,6.7,167.7,1,0,79.8,0.0,2.3,High Risk,3,1
Moo-19138,3.0,1,260,2,798660,5.95,6.07,2.29,7.12,40.11,1.45,295.5,4.3,3.79,4.77,287,7.8,140.6,1,0,78.7,0.0,2.9,High Risk,3,1
Moo-19139,3.0,4,119,2,750000,5.65,5.68,2.3,7.14,40.26,1.35,251.0,4.36,3.99,4.92,301,8.9,149.7,1,0,73.7,17.4,3.4,High Risk,3,1
Moo-19140,3.0,5,103,0,48648,1.63,5.0,1.1,6.53,38.7,0.05,197.0,3.68,3.09,4.5,479,11.4,100.1,4,1,80.7,13.6,-1.0,No Risk,0,0
Moo-19141,5.0,3,67,2,2117869,7.45,6.14,2.21,7.55,40.57,1.29,381.0,3.83,3.35,4.75,312,7.6,158.1,1,0,83.9,31.7,2.3,High Risk,3,1
Moo-19142,3.0,1,66,1,55534,1.93,4.72,1.05,6.54,38.35,0.21,450.0,3.46,2.86,4.92,423,11.6,97.4,5,1,74.8,0.0,-1.0,No Risk,0,0
Moo-19143,3.0,2,257,2,300000,4.57,5.48,1.49,6.85,39.55,0.69,364.5,4.2,3.54,4.73,419,8.7,108.2,2,0,81.1,0.0,8.0,Moderate Risk,2,1
Moo-19144,3.0,4,137,0,79720,2.61,4.91,1.1,6.59,38.28,0.13,220.0,4.52,4.38,5.0,515,11.0,100.6,5,1,75.5,22.0,-1.0,No Risk,0,0
Moo-19145,2.5,5,112,1,305735,4.48,5.39,1.35,6.93,39.44,1.08,359.0,3.66,3.1,4.91,358,7.8,143.9,3,1,73.7,0.6,8.4,Moderate Risk,2,1
Moo-19146,2.5,5,112,0,1279728,6.81,5.9,2.29,7.41,39.72,2.38,371.0,4.07,3.43,4.97,280,7.9,137.6,2,1,86.2,0.0,1.8,High Risk,3,1
Moo-19147,3.0,2,214,2,349984,4.68,5.47,1.44,6.99,39.44,0.84,426.5,3.51,3.06,4.83,397,9.4,123.3,1,1,82.4,0.0,8.2,Moderate Risk,2,1
Moo-19148,4.0,5,221,4,750000,5.5,5.92,2.22,7.31,40.12,1.95,579.0,3.4,2.65,4.73,293,7.5,134.9,1,0,82.1,2.7,2.3,High Risk,3,1
Moo-19149,5.0,5,186,0,34499,1.49,4.77,1.09,6.48,38.33,0.08,353.0,3.73,3.97,4.69,512,11.2,100.0,4,1,71.1,5.4,-1.0,No Risk,0,0
Moo-19150,2.5,4,167,0,42613,0.96,4.79,1.06,6.51,38.12,0.11,370.0,2.49,3.26,4.81,510,12.2,103.2,4,1,66.9,5.1,-1.0,No Risk,0,0
Moo-19151,3.0,1,158,1,33376,1.8,4.88,1.1,6.6,38.62,0.1,457.0,4.25,3.34,4.59,487,11.5,92.6,3,1,74.2,0.0,-1.0,No Risk,0,0
Moo-19152,3.0,1,198,1,1089266,6.55,5.67,1.98,7.26,40.55,2.11,308.0,4.66,3.28,4.8,368,7.6,159.9,1,1,77.2,0.0,2.8,High Risk,3,1
Moo-19153,4.0,5,115,1,25000,0.64,4.79,1.01,6.55,38.55,0.05,310.0,4.57,3.12,4.69,455,12.3,98.3,5,1,76.8,0.0,-1.0,No Risk,0,0
Moo-19154,3.0,5,286,2,25000,1.03,4.62,1.12,6.52,38.57,0.1,423.5,3.54,3.5,4.88,500,12.1,96.0,4,1,73.4,0.0,-1.0,No Risk,0,0
Moo-19155,4.0,3,79,0,816569,6.13,5.54,2.31,7.39,39.81,1.58,318.0,3.93,3.02,4.99,335,6.5,143.8,2,0,74.7,19.5,3.3,High Risk,3,1
Moo-19156,4.0,2,186,1,304493,4.57,5.57,1.48,6.88,39.37,0.7,276.5,4.27,3.83,4.69,387,9.5,111.5,1,1,83.0,0.0,8.8,Moderate Risk,2,1
Moo-19157,4.0,4,38,0,1341538,6.69,5.62,1.64,7.48,40.17,2.04,307.0,3.79,3.29,4.67,361,7.9,138.7,2,0,78.8,12.5,1.7,High Risk,3,1
Moo-19158,4.0,4,259,1,83788,2.57,4.93,1.02,6.56,38.44,0.11,335.0,4.1,3.53,4.89,448,12.2,95.0,5,1,76.2,0.0,-1.0,No Risk,0,0
Moo-19159,3.0,4,226,0,150000,3.36,5.15,1.22,6.76,38.91,0.39,302.0,3.19,2.75,5.0,455,11.2,104.8,4,1,72.4,0.0,13.5,Low Risk,1,0
Moo-19160,3.0,5,108,0,150000,3.11,4.99,1.27,6.72,39.08,0.55,458.0,2.85,2.75,4.94,472,10.3,114.0,3,0,83.9,0.0,13.5,Low Risk,1,0
Moo-19161,3.0,5,269,2,333658,4.74,5.79,1.43,7.02,39.09,1.01,284.0,4.13,3.75,4.74,435,8.8,139.0,2,1,82.4,0.0,8.4,Moderate Risk,2,1
Moo-19162,2.5,5,303,0,545690,5.4,5.3,1.44,6.8,39.17,1.08,341.5,3.67,3.31,4.86,359,9.8,112.8,2,0,74.9,0.0,8.6,Moderate Risk,2,1
Moo-19163,3.0,3,90,0,25000,1.12,4.91,1.12,6.57,38.74,0.11,384.0,2.59,2.88,4.42,493,12.0,100.4,4,1,73.4,17.1,-1.0,No Risk,0,0
Moo-19164,3.0,1,220,0,28876,1.5,4.88,1.06,6.63,38.4,0.16,396.0,3.48,3.1,4.74,504,11.4,93.3,4,1,76.4,0.0,-1.0,No Risk,0,0
Moo-19165,4.0,4,317,2,300000,3.8,5.23,1.47,6.65,39.5,0.98,413.0,3.92,3.25,4.76,360,8.7,115.0,2,1,84.7,0.0,8.6,Moderate Risk,2,1
Moo-19166,4.0,4,216,0,92910,2.73,4.71,1.1,6.6,38.41,0.06,132.0,4.26,3.88,4.44,504,12.1,100.3,4,0,73.9,0.0,-1.0,No Risk,0,0
Moo-19167,3.0,3,112,0,28638,0.71,4.93,1.14,6.59,38.4,0.16,397.0,2.74,3.04,4.99,498,10.0,88.5,4,1,71.0,0.0,-1.0,No Risk,0,0
Moo-19168,4.0,1,88,0,79879,2.8,4.95,1.1,6.63,38.55,0.16,421.0,4.33,3.39,4.92,487,13.0,94.4,4,1,74.6,9.1,-1.0,No Risk,0,0
Moo-19169,4.0,5,81,0,41522,1.59,4.55,1.1,6.6,38.52,0.14,238.0,4.43,3.79,4.44,493,11.5,105.1,3,1,75.8,6.3,-1.0,No Risk,0,0
Moo-19170,3.0,5,298,0,174125,3.74,5.19,1.26,6.8,39.03,0.34,454.0,3.7,2.79,4.7,432,11.2,112.9,2,1,69.8,0.0,13.3,Low Risk,1,0
Moo-19171,5.0,1,240,0,86681,2.8,4.68,1.11,6.57,38.56,0.09,481.0,3.94,3.35,4.59,478,11.7,103.2,4,1,72.3,0.0,-1.0,No Risk,0,0
Moo-19172,4.0,5,201,0,42796,1.65,4.75,1.1,6.51,38.58,0.18,257.0,5.2,3.96,4.67,504,11.4,93.9,4,0,71.8,13.5,-1.0,No Risk,0,0
Moo-19173,4.0,1,113,3,300000,4.59,5.66,1.34,6.82,39.34,0.97,539.0,4.44,3.58,4.87,352,8.2,132.9,2,1,77.6,0.0,9.3,Moderate Risk,2,1
Moo-19174,3.0,2,233,4,1279593,6.85,5.96,1.9,7.32,39.9,1.47,431.0,4.66,3.32,4.82,339,6.3,154.0,1,0,72.7,0.0,2.7,High Risk,3,1
Moo-19175,3.0,2,161,0,25000,1.11,4.96,1.13,6.49,38.61,0.17,164.0,4.21,3.89,4.86,443,11.2,102.1,4,1,72.6,35.4,-1.0,No Risk,0,0
Moo-19176,2.5,1,168,0,150000,3.4,5.19,1.16,6.63,38.48,0.38,405.0,4.3,3.98,4.69,413,10.0,107.3,3,0,76.7,11.8,12.4,Low Risk,1,0
Moo-19177,4.0,3,159,0,150000,2.75,5.18,1.24,6.78,38.8,0.43,446.0,4.08,3.45,4.79,464,10.2,119.5,3,1,71.5,20.9,11.8,Low Risk,1,0
Moo-19178,3.0,4,192,0,150000,3.01,5.12,1.23,6.76,38.82,0.34,473.0,3.66,3.02,4.92,395,10.1,101.9,3,0,72.8,0.0,12.3,Low Risk,1,0
Moo-19179,3.0,1,176,1,398320,5.01,5.59,1.43,7.09,39.14,0.88,426.5,3.51,3.06,4.83,390,8.6,126.0,3,0,82.0,11.1,7.1,Moderate Risk,2,1
Moo-19180,3.0,1,120,3,3492672,8.11,6.13,2.17,7.15,39.94,2.33,426.5,3.51,3.06,4.83,272,7.5,132.8,1,0,80.6,0.0,2.4,High Risk,3,1
Moo-19181,3.0,4,99,0,3097382,7.96,5.76,1.65,7.32,39.8,2.26,295.5,4.3,3.79,4.77,357,8.3,158.7,2,1,84.6,0.0,1.2,High Risk,3,1
Moo-19182,4.0,2,56,0,934286,5.9,5.7,1.91,7.18,40.39,1.6,376.0,3.95,3.46,4.77,261,7.9,127.1,1,0,76.8,0.0,2.4,High Risk,3,1
Moo-19183,4.0,5,26,0,46305,2.05,4.7,1.13,6.62,38.55,0.18,341.0,3.05,3.84,4.71,443,11.9,92.4,5,1,72.7,0.6,-1.0,No Risk,0,0
Moo-19184,4.0,5,220,4,876860,6.15,6.01,1.62,7.34,39.61,1.76,276.5,4.27,3.83,4.69,262,8.4,124.6,1,1,81.3,0.0,1.7,High Risk,3,1
